Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
04/08/2019,79.75,79.75,79.75,79.75,0.1,+0.13%,0,28
04/05/2019,79.65,79.65,79.65,79.65,2.7,+3.51%,0,28
04/04/2019,76.95,76.95,76.95,76.95,1.2,+1.58%,0,28
04/03/2019,75.75,75.75,75.75,75.75,0.7,+0.93%,0,28
04/02/2019,75.05,75.05,75.05,75.05,-0.35,-0.46%,0,28
04/01/2019,75.4,75.4,75.4,75.4,0.65,+0.87%,0,28
03/29/2019,74.75,74.75,74.75,74.75,0.25,+0.34%,0,28
03/28/2019,74.5,74.5,74.5,74.5,0.7,+0.95%,0,28
03/27/2019,73.8,73.8,73.8,73.8,-0.05,-0.07%,0,28
03/26/2019,73.85,73.85,73.85,73.85,1.4,+1.93%,0,28
03/25/2019,72.45,72.45,72.45,72.45,0.55,+0.76%,0,28
03/22/2019,71.9,71.9,71.9,71.9,0.05,+0.07%,0,28
03/21/2019,71.85,71.85,71.85,71.85,-0.15,-0.21%,0,28
03/20/2019,72,72,72,72,0.7,+0.98%,10,28
03/19/2019,71.3,71.3,71.3,71.3,-1.4,-1.93%,8,18
03/18/2019,72.7,72.7,72.7,72.7,1.25,+1.75%,0,10
03/15/2019,71.45,71.45,71.45,71.45,-1.65,-2.26%,0,10
03/14/2019,73.1,73.1,73.1,73.1,0.7,+0.97%,0,10
03/13/2019,72.4,72.4,72.4,72.4,-1.2,-1.63%,4,10
03/12/2019,73.6,73.6,73.6,73.6,0.55,+0.75%,0,6
03/11/2019,73.05,73.05,73.05,73.05,-0.85,-1.15%,0,6
03/08/2019,73.9,73.9,73.9,73.9,-1.85,-2.44%,0,6
03/07/2019,75.75,75.75,75.75,75.75,0.6,+0.80%,0,6
03/06/2019,75.15,75.15,75.15,75.15,-1.6,-2.08%,0,6
03/05/2019,76.75,76.75,76.75,76.75,-2.25,-2.85%,0,6
03/04/2019,79,79,79,79,1.15,+1.48%,0,6
03/01/2019,77.85,77.85,77.85,77.85,-0.9,-1.14%,0,6
02/28/2019,78.75,78.75,78.75,78.75,0.95,+1.22%,0,6
02/27/2019,77.8,77.8,77.8,77.8,1.4,+1.83%,5,6
02/26/2019,76.4,76.4,76.4,76.4,0.75,+0.99%,0,1
02/25/2019,75.65,75.65,75.65,75.65,0.05,+0.07%,0,1
02/22/2019,75.6,75.6,75.6,75.6,-1.1,-1.43%,0,1
02/21/2019,76.7,76.7,76.7,76.7,-1.4,-1.79%,0,1
02/20/2019,78.1,78.1,78.1,78.1,1.15,+1.49%,0,1
02/19/2019,76.95,76.95,76.95,76.95,-0.05,-0.06%,0,1
02/15/2019,77,77,77,77,1.3,+1.72%,0,0
02/14/2019,75.7,75.7,75.7,75.7,-1.05,-1.37%,0,1
02/13/2019,76.75,76.75,76.75,76.75,2.4,+3.23%,0,1
02/12/2019,74.35,74.35,74.35,74.35,-0.8,-1.06%,0,1
02/11/2019,75.15,75.15,75.15,75.15,-0.25,-0.33%,0,1
02/08/2019,75.4,75.4,75.4,75.4,-1.45,-1.89%,0,1
02/07/2019,76.85,76.85,76.85,76.85,-2.4,-3.03%,0,1
02/06/2019,79.25,79.25,79.25,79.25,1.25,+1.60%,0,1
02/05/2019,78,78,78,78,-1.7,-2.13%,0,1
02/04/2019,79.7,79.75,79.7,79.7,-1.1,-1.36%,0,1
02/01/2019,80.8,80.8,80.8,80.8,-1.65,-2.00%,0,1
01/31/2019,82.45,82.45,82.45,82.45,-0.35,-0.42%,0,1
01/30/2019,82.8,82.8,82.8,82.8,1.35,+1.66%,0,1
01/29/2019,81.45,81.45,81.45,81.45,0.15,+0.18%,0,1
01/28/2019,81.3,81.3,81.3,81.3,-0.5,-0.61%,1,1
01/25/2019,81.8,81.8,81.15,81.8,0.8,+0.99%,0,0
01/24/2019,81,81,81,81,-1.65,-2.00%,0,0
01/23/2019,82.65,83.2,82.65,82.65,-0.65,-0.78%,0,0
01/22/2019,83.3,83.3,83.3,83.3,0.35,+0.42%,0,0
01/18/2019,82.95,82.95,82.95,82.95,1,+1.22%,0,0
01/17/2019,81.95,81.95,81.95,81.95,1.2,+1.49%,0,0
01/16/2019,80.75,80.75,80.75,80.75,1.55,+1.96%,0,0
01/15/2019,79.2,79.2,78.9,79.2,1.1,+1.41%,0,0
01/14/2019,78.1,79.1,78.1,78.1,-1.1,-1.39%,0,0
01/11/2019,79.2,79.2,79.2,79.2,0.05,+0.06%,0,0
01/10/2019,79.15,79.15,79.15,79.15,-0.65,-0.81%,0,0
01/09/2019,79.8,79.8,79.8,79.8,-0.05,-0.06%,0,0
01/08/2019,79.85,79.85,79.85,79.85,0.2,+0.25%,0,0
01/07/2019,79.65,79.65,79.65,79.65,-0.35,-0.44%,0,0
01/04/2019,80,80,80,80,0.2,+0.25%,0,0
01/03/2019,79.8,79.8,79.8,79.8,-0.25,-0.31%,0,0
01/02/2019,80.05,80.05,80.05,80.05,-0.25,-0.31%,0,0
12/31/2018,80.3,80.3,80.3,80.3,0.1,+0.12%,0,0
12/28/2018,80.2,80.2,80.2,80.2,0.2,+0.25%,0,0
12/27/2018,80,80,80,80,-1.65,-2.02%,0,0
12/26/2018,81.65,81.65,81.65,81.65,0,0.00%,0,0
12/24/2018,81.65,81.65,81.65,81.65,0,0.00%,0,0
12/21/2018,81.65,81.65,81.65,81.65,-0.5,-0.61%,0,0
12/20/2018,82.15,82.15,82.15,82.15,-0.35,-0.42%,0,0
